0	0	0.25	width	Front left	x	y	Front right	x	y
0.903264	92.116549	0.194459			-2.1368109409	92.0274178973		3.7501031811	93.1868324564
0.884462	92.214765	0.183835			-2.1563882879	92.157936076		3.7425109997	93.2547438053
0.866743	92.313182	0.172426			-2.1745577306	92.2910490828		3.7364708531	93.3204863478
0.850185	92.411801	0.160276			-2.1911601595	92.4266206112		3.7319394842	93.3841646628
0.83486	92.510619	0.147434			-2.20604407	92.5644932702		3.7288636133	93.4458960104
0.820837	92.60963	0.133951			-2.2190643045	92.7044986407		3.7271875228	93.5058033306
0.80818	92.708825	0.119879			-2.2300853796	92.8464603272		3.726853303	93.5640127866
0.796946	92.808191	0.105274			-2.2389852527	92.9901839366		3.7277975968	93.6206618717
0.787188	92.907713	0.090193			-2.2456534869	93.1354683848		3.7299587205	93.6758929832
0.778953	93.007372	0.074697			-2.2499952059	93.2820950711		3.7332736503	93.7298604049
0.772281	93.107149	0.058846			-2.2519322429	93.4298474067		3.7376821995	93.782719667
0.767206	93.207019	0.042703			-2.2514041077	93.5784931146		3.743126085	93.8346332508
0.763755	93.306958	0.026331			-2.2483690565	93.7278008072		3.749551099	93.885768552
0.761949	93.40694	0.009796			-2.2428049804	93.8775284798		3.7569071371	93.9363035398
0.761801	93.506939	-0.006838			-2.2347098896	94.0274411506		3.7651498363	93.9864134704
0.763318	93.606927	-0.023504			-2.2241024631	94.1772944048		3.7742402991	94.0362833889
0.766499	93.706875	-0.040138			-2.2110211241	94.3268539596		3.7841463476	94.086090619
0.771338	93.806756	-0.056673			-2.1955242122	94.4758812603		3.7948428797	94.136025255
0.777819	93.906545	-0.073045			-2.1776911693	94.6241518835		3.8063092305	94.1862715164
0.785922	94.006215	-0.089188			-2.1576192551	94.7714371111		3.8185330612	94.2370182749
0.795618	94.105743	-0.105039			-2.1354244466	94.9175250991		3.8315064005	94.2884493754
0.806873	94.205107	-0.120535			-2.1112386719	95.0622092521		3.8452280146	94.3407491956
0.819645	94.304287	-0.135615			-2.0852102674	95.2052952549		3.8596999572	94.3940971159
0.833888	94.403266	-0.150221			-2.0574977603	95.3466049557		3.8749304075	94.4486650723
0.849549	94.502031	-0.164293			-2.0282762595	95.4859627943		3.8909291517	94.5046334409
0.866569	94.600572	-0.177776			-1.9977287312	95.6232149029		3.9077077954	94.5621685182
0.884885	94.698879	-0.190618			-1.9660441297	95.7582198789		3.9252798672	94.6214254539
0.904427	94.796951	-0.202768			-1.9334210266	95.8908516252		3.9436564171	94.682563282
0.925124	94.894785	-0.214177			-1.9000592925	96.0209907378		3.962850597	94.7457309104
0.946897	94.992385	-0.224801			-1.866162271	96.148541364		3.9828686446	94.8110671219
0.969665	95.089758	-0.234597			-1.8319337726	96.273415179		4.0037148159	94.878708919
0.993344	95.186914	-0.243527			-1.7975731486	96.3955419286		4.0253881985	94.9487796293
1.017846	95.283866	-0.251557			-1.7632759907	96.5148657859		4.0478802461	95.0213922535
1.043081	95.380629	-0.258653			-1.7292358706	96.6313324697		4.0711764623	95.0966609191
1.068955	95.477224	-0.264788			-1.6956366805	96.7449119899		4.0952513432	95.174684014
1.095374	95.573671	-0.269939			-1.6626511725	96.8555825211		4.1200718187	95.2555466441
1.122241	95.669994	-0.274084			-1.6304469716	96.9633264904		4.1455942133	95.3393350404
1.149458	95.766219	-0.277207			-1.5991774772	97.068141814		4.1717638235	95.4261197361
1.176925	95.862372	-0.279295			-1.5689860726	97.1700311227		4.1985141085	95.5159629075
1.204543	95.958483	-0.280342			-1.5399974488	97.2690163743		4.2257677621	95.6089104942
1.232212	96.054579	-0.280342			-1.5123284488	97.3651123743		4.2534367621	95.7050064942
1.25983	96.15069	-0.279295			-1.4860810726	97.4583491227		4.2814191085	95.8042809075
1.287297	96.246843	-0.277207			-1.4613384772	97.548765814		4.3096028235	95.9067437361
1.314514	96.343068	-0.274084			-1.4381739716	97.6364004904		4.3378672133	96.0124090404
1.341381	96.439391	-0.269939			-1.4166441725	97.7213025211		4.3660788187	96.1212666441
1.3678	96.535838	-0.264788			-1.3967916805	97.8035259899		4.3940963432	96.233298014
1.393674	96.632433	-0.258653			-1.3786428706	97.8831364697		4.4217694623	96.3484649191
1.418909	96.729196	-0.251557			-1.3622129907	97.9601957859		4.4489432461	96.4667222535
1.443411	96.826148	-0.243527			-1.3475061486	98.0347759286		4.4754551985	96.5880136293
1.46709	96.923304	-0.234597			-1.3345087726	98.106961179		4.5011398159	96.712254919
1.489858	97.020677	-0.224801			-1.323201271	98.176833364		4.5258296446	96.8393591219
1.511631	97.118277	-0.214177			-1.3135522925	98.2444827378		4.549357597	96.9692229104
1.532328	97.216111	-0.202768			-1.3055200266	98.3100116252		4.5715574171	97.101723282
1.55187	97.314183	-0.190618			-1.2990591297	98.3735238789		4.5922648672	97.2367294539
1.570186	97.41249	-0.177776			-1.2941117312	98.4351329029		4.6113247954	97.3740865182
1.587206	97.51103	-0.164293			-1.2906192595	98.4949617943		4.6285861517	97.5136324409
1.602867	97.609796	-0.150221			-1.2885187603	98.5531349557		4.6439094075	97.6551950723
1.61711	97.708775	-0.135615			-1.2877452674	98.6097832549		4.6571649572	97.7985851159
1.629882	97.807955	-0.120535			-1.2882296719	98.6650572521		4.6682370146	97.9435971956
1.641137	97.907319	-0.105039			-1.2899054466	98.7191010991		4.6770254005	98.0900253754
1.650833	98.006847	-0.089188			-1.2927082551	98.7720691111		4.6834440612	98.2376502749
1.658935	98.106517	-0.073045			-1.2965751693	98.8241238835		4.6874252305	98.3862435164
1.665417	98.206305	-0.056673			-1.3014452122	98.8754302603		4.6889218797	98.535574255
1.670255	98.306187	-0.040138			-1.3072651241	98.9261659596		4.6879023476	98.685402619
1.673437	98.406135	-0.023504			-1.3139834631	98.9765024048		4.6843592991	98.8354913889
					-3	0.5		3	0.5
